"gene.id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","design","comparison","contrast","direction","human_symbol","mouse_entrez","human_entrez","mouse_ensembl","human_ensembl","ortholog_support_n","ortholog_support_sources"
"Nthl1",41.6330431573603,0.471903908055339,0.196761381172726,2.3983563504318,0.0164688347288483,0.0586702237215219,"age.grp","young CD vs old CD","young CD vs old CD","Upregulated","NTHL1",18207,4913,"ENSMUSG00000041429","ENSG00000065057",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
"Rfxap",363.114523147437,0.319291567087294,0.133183522578537,2.39738040341298,0.0165127705852081,0.0587841890883595,"age.grp","young CD vs old CD","young CD vs old CD","Upregulated","RFXAP",170767,5994,"ENSMUSG00000036615","ENSG00000133111",11,"Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Aldh2",3260.1468987039,0.285443583824866,0.119083398218163,2.3970056959739,0.0165296667553158,0.0588301519548523,"age.grp","young CD vs old CD","young CD vs old CD","Upregulated","ALDH2",11669,217,"ENSMUSG00000029455","ENSG00000111275",11,"Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Zfp91",8607.73573162069,0.237684629696817,0.0991835559427236,2.39641165753399,0.0165564840366987,0.0589113940307986,"age.grp","young CD vs old CD","young CD vs old CD","Upregulated","ZFP91",109910,80829,"ENSMUSG00000024695","ENSG00000186660",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Btbd2",501.693137562689,0.286608871611392,0.119631743980274,2.3957593701773,0.0165859749157992,0.0589878939248236,"age.grp","young CD vs old CD","young CD vs old CD","Upregulated","BTBD2",208198,55643,"ENSMUSG00000003344","ENSG00000133243",10,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther"
"Cdk12",327.765715780091,0.210710568028377,0.088000451176934,2.39442599680224,0.0166464022707683,0.0591470468852271,"age.grp","young CD vs old CD","young CD vs old CD","Upregulated","CDK12",69131,51755,"ENSMUSG00000003119","ENSG00000167258",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Naa60",869.062723305812,0.280152738123345,0.11708756629395,2.39267709621718,0.0167259539910356,0.0593998698026601,"age.grp","young CD vs old CD","young CD vs old CD","Upregulated","NAA60",74763,79903,"ENSMUSG00000005982","ENSG00000122390",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
"Tcerg1",908.92198918617,0.187800123477768,0.0784948587561589,2.39251495516619,0.0167333461321404,0.0594118299540137,"age.grp","young CD vs old CD","young CD vs old CD","Upregulated","TCERG1",56070,10915,"ENSMUSG00000024498","ENSG00000113649",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Sesn1",1352.74470435729,0.22282183732011,0.0931551621004053,2.39194299377577,0.016759445222678,0.0594807521372104,"age.grp","young CD vs old CD","young CD vs old CD","Upregulated","SESN1",140742,27244,"ENSMUSG00000038332","ENSG00000080546",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
"Aldh6a1",6614.67404723644,0.230863719943153,0.0965184447345575,2.39191297143326,0.0167608161546295,0.0594807521372104,"age.grp","young CD vs old CD","young CD vs old CD","Upregulated","ALDH6A1",104776,4329,"ENSMUSG00000021238","ENSG00000119711",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"A930024E05Rik",10.6184073175162,0.898526388091394,0.375785711915621,2.39106054221973,0.016799782350898,0.0595821403418521,"age.grp","young CD vs old CD","young CD vs old CD","Upregulated",NA,NA,NA,NA,NA,NA,NA
"Hist1h1c",3136.50510303928,0.30874522405538,0.129126823613914,2.39102314619402,0.0168014936153309,0.0595821403418521,"age.grp","young CD vs old CD","young CD vs old CD","Upregulated",NA,NA,NA,NA,NA,NA,NA
"Hlf",286.840772917346,0.525761803489512,0.21997308977204,2.39011873695261,0.016842926548564,0.0596749273461597,"age.grp","young CD vs old CD","young CD vs old CD","Upregulated","HLF",217082,3131,"ENSMUSG00000003949","ENSG00000108924",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
"Sfrp2",35.5954356860785,0.980287718462807,0.410145219361175,2.39009909707021,0.0168438272879122,0.0596749273461597,"age.grp","young CD vs old CD","young CD vs old CD","Upregulated","SFRP2",20319,6423,"ENSMUSG00000027996","ENSG00000145423",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Pcdhb22",45.9068534799842,0.573054714422767,0.239880132925087,2.38892111420385,0.0168979302245813,0.0597977996474807,"age.grp","young CD vs old CD","young CD vs old CD","Upregulated","PCDHB15",93893,56121,"ENSMUSG00000073591","ENSG00000113248",10,"EggNOG|Ensembl|HomoloGene|Inparanoid|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Mink1",740.266732478932,0.296918690533296,0.124311160023329,2.38851194436264,0.0169167584233597,0.0597977996474807,"age.grp","young CD vs old CD","young CD vs old CD","Upregulated","MINK1",50932,50488,"ENSMUSG00000020827","ENSG00000141503",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Rnf167",770.54990623111,0.188959685827505,0.0791122908858155,2.38849973514526,0.0169173205207024,0.0597977996474807,"age.grp","young CD vs old CD","young CD vs old CD","Upregulated","RNF167",70510,26001,"ENSMUSG00000040746","ENSG00000108523",11,"Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Dock4",608.182531538071,0.288485973751133,0.120788871628895,2.38834894192457,0.0169242642065833,0.0597977996474807,"age.grp","young CD vs old CD","young CD vs old CD","Upregulated","DOCK4",238130,9732,"ENSMUSG00000035954","ENSG00000128512",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Mir99ahg",109.169965057434,0.383450330027792,0.16056138498748,2.38818524178582,0.0169318050582857,0.0597977996474807,"age.grp","young CD vs old CD","young CD vs old CD","Upregulated",NA,NA,NA,NA,NA,NA,NA
"Plxnd1",1101.73232410377,0.34599858979251,0.144880596758236,2.38816375370045,0.0169327951264794,0.0597977996474807,"age.grp","young CD vs old CD","young CD vs old CD","Upregulated","PLXND1",67784,23129,"ENSMUSG00000030123","ENSG00000004399",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Ino80d",611.719697804105,0.189291004080877,0.0792638984008255,2.38811120699188,0.0169352164415171,0.0597977996474807,"age.grp","young CD vs old CD","young CD vs old CD","Upregulated","INO80D",227195,54891,"ENSMUSG00000040865","ENSG00000114933",10,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther"
"Ext2",817.548302676365,0.186354301473152,0.0780820470924098,2.38664723086221,0.0170027976990426,0.0599790447863717,"age.grp","young CD vs old CD","young CD vs old CD","Upregulated","EXT2",14043,2132,"ENSMUSG00000027198","ENSG00000151348",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
"Spsb4",22.0917866367818,1.37531993596883,0.576603533027036,2.38520899923856,0.0170694208524235,0.0601853021362139,"age.grp","young CD vs old CD","young CD vs old CD","Upregulated","SPSB4",211949,92369,"ENSMUSG00000046997","ENSG00000175093",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
"Dlk1",25.741905660383,0.725437567820827,0.304159476000616,2.38505660701282,0.0170764935151858,0.0601958628855511,"age.grp","young CD vs old CD","young CD vs old CD","Upregulated","DLK1",13386,8788,"ENSMUSG00000040856","ENSG00000185559",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Kcnma1",1213.19193299755,0.250863543926994,0.105203341885211,2.38455869777135,0.0170996198670503,0.0602486129110415,"age.grp","young CD vs old CD","young CD vs old CD","Upregulated","KCNMA1",16531,3778,"ENSMUSG00000063142","ENSG00000156113",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Zfp830",347.245164438972,0.230781428645466,0.0968569259353183,2.38270445212749,0.0171859857571066,0.0604951615956521,"age.grp","young CD vs old CD","young CD vs old CD","Upregulated","ZNF830",66983,91603,"ENSMUSG00000046010","ENSG00000198783",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Arhgef12",2645.68486096563,0.334118917766568,0.14029125726889,2.38160897743027,0.0172371897049797,0.0606320304061509,"age.grp","young CD vs old CD","young CD vs old CD","Upregulated","ARHGEF12",69632,23365,"ENSMUSG00000059495","ENSG00000196914",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
"Cacna1g",54.1717323140274,0.521812416136909,0.21915558682749,2.38101352418479,0.0172650780804561,0.0606880627147938,"age.grp","young CD vs old CD","young CD vs old CD","Upregulated","CACNA1G",12291,8913,"ENSMUSG00000020866","ENSG00000006283",10,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Treefam"
"Ccm2l",99.6645399627276,0.454396429758019,0.190842238582886,2.38100555271294,0.0172654516969541,0.0606880627147938,"age.grp","young CD vs old CD","young CD vs old CD","Upregulated","CCM2L",228788,140706,"ENSMUSG00000027474","ENSG00000101331",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Unc45b",8729.97110805625,0.312549691205207,0.131328849184482,2.37990124139562,0.017317278470218,0.0608557443598736,"age.grp","young CD vs old CD","young CD vs old CD","Upregulated","UNC45B",217012,146862,"ENSMUSG00000018845","ENSG00000141161",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Ccnt2",1292.01929855169,0.177077997419156,0.0744259152584797,2.379251861454,0.0173478183822345,0.0609393852229048,"age.grp","young CD vs old CD","young CD vs old CD","Upregulated","CCNT2",72949,905,"ENSMUSG00000026349","ENSG00000082258",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Tnrc6b",1788.31071558598,0.248992436239411,0.104704784763648,2.37804257753325,0.0174048161038937,0.061105184338117,"age.grp","young CD vs old CD","young CD vs old CD","Upregulated","TNRC6B",213988,23112,"ENSMUSG00000047888","ENSG00000100354",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Ccar2",452.21808013529,0.291424897750502,0.122636630696682,2.37632831312273,0.0174858966655347,0.061335810901801,"age.grp","young CD vs old CD","young CD vs old CD","Upregulated","CCAR2",219158,57805,"ENSMUSG00000033712","ENSG00000158941",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|PhylomeDB|Treefam"
"Hgsnat",685.658519409247,0.233962960822859,0.0984567289990223,2.37630239397027,0.0174871251158762,0.061335810901801,"age.grp","young CD vs old CD","young CD vs old CD","Upregulated","HGSNAT",52120,138050,"ENSMUSG00000037260","ENSG00000165102",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
"Med13",2373.20018265929,0.207833049683247,0.0874710599725634,2.37602070614484,0.0175004807224198,0.0613467351349537,"age.grp","young CD vs old CD","young CD vs old CD","Upregulated","MED13",327987,9969,"ENSMUSG00000034297","ENSG00000108510",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Tmem134",756.003473633965,0.181704893498503,0.0764787866816568,2.37588619514651,0.017506861418652,0.0613467351349537,"age.grp","young CD vs old CD","young CD vs old CD","Upregulated","TMEM134",66990,80194,"ENSMUSG00000024845","ENSG00000172663",8,"Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|Panther|PhylomeDB"
"Kif16b",1788.22151112627,0.196959502268759,0.0829100785976592,2.37557973168198,0.0175214065112009,0.0613831334420642,"age.grp","young CD vs old CD","young CD vs old CD","Upregulated","KIF16B",16558,55614,"ENSMUSG00000038844","ENSG00000089177",11,"EggNOG|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Cbll1",379.470206982681,0.273549199740332,0.115163938492554,2.37530257579736,0.0175345697556348,0.0614146745676005,"age.grp","young CD vs old CD","young CD vs old CD","Upregulated","CBLL1",104836,79872,"ENSMUSG00000020659","ENSG00000105879",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Tsc22d2",1131.94444204584,0.356566069549718,0.150137849427563,2.37492458370232,0.0175525360901042,0.0614630195204479,"age.grp","young CD vs old CD","young CD vs old CD","Upregulated","TSC22D2",72033,9819,"ENSMUSG00000027806","ENSG00000196428",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
"Ncoa1",964.153464357302,0.342958857713857,0.144445703222804,2.37430986219681,0.0175817888689169,0.0615483165683146,"age.grp","young CD vs old CD","young CD vs old CD","Upregulated","NCOA1",17977,8648,"ENSMUSG00000020647","ENSG00000084676",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Pip4k2b",2139.96267795986,0.339485468217535,0.142997695392218,2.37406251398937,0.0175935714907734,0.0615483165683146,"age.grp","young CD vs old CD","young CD vs old CD","Upregulated","PIP4K2B",108083,8396,"ENSMUSG00000018547","ENSG00000276293",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB"
"Sf1",1765.23216114191,0.3051067802848,0.128539905397972,2.37363470387005,0.0176139668936104,0.0616050682895927,"age.grp","young CD vs old CD","young CD vs old CD","Upregulated","SF1",22668,7536,"ENSMUSG00000024949","ENSG00000168066",10,"EggNOG|Ensembl|HGNC|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
"Hist3h2a",356.13569726049,0.283542603295239,0.119479980877056,2.37313900800672,0.0176376245942575,0.0616628982624395,"age.grp","young CD vs old CD","young CD vs old CD","Upregulated",NA,NA,NA,NA,NA,NA,NA
"Mavs",925.085007051272,0.266880350180593,0.112460014874328,2.37311323921509,0.0176388552030266,0.0616628982624395,"age.grp","young CD vs old CD","young CD vs old CD","Upregulated","MAVS",228607,57506,"ENSMUSG00000037523","ENSG00000088888",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Polr1b",415.260334733279,0.271059138740274,0.114228679485823,2.37295169619741,0.0176465715308209,0.061675268823274,"age.grp","young CD vs old CD","young CD vs old CD","Upregulated","POLR1B",20017,84172,"ENSMUSG00000027395","ENSG00000125630",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
"Grik5",45.3184682126064,0.484482996686154,0.204236926913803,2.37216160665514,0.0176843538980863,0.0617780682909246,"age.grp","young CD vs old CD","young CD vs old CD","Upregulated","GRIK5",14809,2901,"ENSMUSG00000003378","ENSG00000105737",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
"Sephs1",771.365766494213,0.239890311396429,0.101148727915034,2.37165920265393,0.0177084158970958,0.0618106693095413,"age.grp","young CD vs old CD","young CD vs old CD","Upregulated","SEPHS1",109079,22929,"ENSMUSG00000026662","ENSG00000086475",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Rrp9",251.737340838392,0.25089863843769,0.105792518068536,2.37161042215811,0.0177107537042197,0.0618106693095413,"age.grp","young CD vs old CD","young CD vs old CD","Upregulated","RRP9",27966,9136,"ENSMUSG00000041506","ENSG00000114767",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Samd13",16.0522177736147,0.86168544291418,0.363355321632168,2.37146779368345,0.0177175907309673,0.0618106693095413,"age.grp","young CD vs old CD","young CD vs old CD","Upregulated","SAMD13",75015,148418,"ENSMUSG00000048652","ENSG00000203943",7,"EggNOG|Ensembl|HGNC|Inparanoid|NCBI|OMA|OrthoMCL"
"Msrb3",4927.95192912158,0.276258015626204,0.116493663684309,2.3714424191761,0.0177188073235778,0.0618106693095413,"age.grp","young CD vs old CD","young CD vs old CD","Upregulated","MSRB3",320183,253827,"ENSMUSG00000051236","ENSG00000174099",11,"Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Urb1",196.144774609712,0.312999366872084,0.132088817350966,2.36961291008027,0.01780671714596,0.0621026612865126,"age.grp","young CD vs old CD","young CD vs old CD","Upregulated","URB1",207932,9875,"ENSMUSG00000039929","ENSG00000142207",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
"Gm12002",74.7003005909075,0.450145480135453,0.190002883746921,2.36915077949572,0.017828983372531,0.062160214127859,"age.grp","young CD vs old CD","young CD vs old CD","Upregulated",NA,NA,NA,NA,NA,NA,NA
"3110062M04Rik",138.785167694419,0.54012552463369,0.22798805973614,2.36909566781173,0.0178316403733308,0.062160214127859,"age.grp","young CD vs old CD","young CD vs old CD","Upregulated",NA,NA,NA,NA,NA,NA,NA
"0610010K14Rik",172.476699934622,0.33280891608752,0.140500720630472,2.36873458437863,0.0178490572260284,0.062206239808276,"age.grp","young CD vs old CD","young CD vs old CD","Upregulated","C17orf49",104457,124944,"ENSMUSG00000020831","ENSG00000258315",10,"Ensembl|HGNC|HomoloGene|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Ntpcr",151.905653270285,0.330355646674151,0.139514004467161,2.36790312152433,0.0178892195085718,0.0622874583243597,"age.grp","young CD vs old CD","young CD vs old CD","Upregulated","NTPCR",66566,84284,"ENSMUSG00000031851","ENSG00000135778",11,"Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Kdm1a",596.92055931828,0.212665104831726,0.0898303360840228,2.36740854039342,0.0179131468747324,0.0623412982818659,"age.grp","young CD vs old CD","young CD vs old CD","Upregulated","KDM1A",99982,23028,"ENSMUSG00000036940","ENSG00000004487",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Katnb1",167.210014890284,0.288406066244714,0.121830610119476,2.36727096713939,0.0179198075204065,0.0623497804439693,"age.grp","young CD vs old CD","young CD vs old CD","Upregulated","KATNB1",74187,10300,"ENSMUSG00000031787","ENSG00000140854",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Stac3",5563.18557768335,0.21471562062919,0.0907145782108452,2.36693621757391,0.01793602357291,0.062391497645351,"age.grp","young CD vs old CD","young CD vs old CD","Upregulated","STAC3",237611,246329,"ENSMUSG00000040287","ENSG00000185482",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Mafg",1555.79173471485,0.416759990987712,0.176125649215517,2.36626517968284,0.017968568936056,0.0624752668871866,"age.grp","young CD vs old CD","young CD vs old CD","Upregulated","MAFG",17134,4097,"ENSMUSG00000051510","ENSG00000197063",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Rtkn",286.183334075713,0.329548252990168,0.13930195905671,2.3657115464974,0.0179954591005143,0.0625540293621126,"age.grp","young CD vs old CD","young CD vs old CD","Upregulated","RTKN",20166,6242,"ENSMUSG00000034930","ENSG00000114993",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
"Abcc9",9556.68424039851,0.2657329613643,0.112349572060691,2.36523340935159,0.0180187107546816,0.0626153372213843,"age.grp","young CD vs old CD","young CD vs old CD","Upregulated","ABCC9",20928,10060,"ENSMUSG00000030249","ENSG00000069431",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Npepl1",1648.85386372258,0.223802876504598,0.09466612301183,2.36412846944867,0.0180725443184402,0.0627776404172077,"age.grp","young CD vs old CD","young CD vs old CD","Upregulated","NPEPL1",228961,79716,"ENSMUSG00000039263","ENSG00000215440",11,"Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Ankrd35",12.9352112003033,0.906224402237989,0.38334685622021,2.36398026365297,0.0180797757277825,0.0627879861372038,"age.grp","young CD vs old CD","young CD vs old CD","Upregulated","ANKRD35",213121,148741,"ENSMUSG00000038354","ENSG00000198483",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
"Rnf31",286.602332065051,0.376717558642514,0.159383125250306,2.36359751417153,0.0180984629577173,0.0628233267445991,"age.grp","young CD vs old CD","young CD vs old CD","Upregulated","RNF31",268749,55072,"ENSMUSG00000047098","ENSG00000092098",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Clcn1",4822.12644139936,0.278211512268176,0.117715583256318,2.36342126141777,0.0181070739486777,0.0628384421025692,"age.grp","young CD vs old CD","young CD vs old CD","Upregulated","CLCN1",12723,1180,"ENSMUSG00000029862","ENSG00000188037",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Zfp385b",117.827059427441,0.559789857958091,0.236907710811446,2.36290265116624,0.0181324319451631,0.0628968733097845,"age.grp","young CD vs old CD","young CD vs old CD","Upregulated","ZNF385B",241494,151126,"ENSMUSG00000027016","ENSG00000144331",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Ogfod1",1111.38685592484,0.304594985069185,0.128916198735091,2.36273632063179,0.018140571436357,0.0628986345227189,"age.grp","young CD vs old CD","young CD vs old CD","Upregulated","OGFOD1",270086,55239,"ENSMUSG00000033009","ENSG00000087263",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Gfm2",2363.01198967748,0.227290793809499,0.09622315597477,2.36212158608782,0.0181706816361665,0.0629112976066431,"age.grp","young CD vs old CD","young CD vs old CD","Upregulated","GFM2",320806,84340,"ENSMUSG00000021666","ENSG00000164347",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
"BC052040",212.102166347304,0.403811331539925,0.17100976541004,2.36133492477277,0.0182092767774696,0.063015366400793,"age.grp","young CD vs old CD","young CD vs old CD","Upregulated",NA,NA,NA,NA,NA,NA,NA
"Ppp6r1",1414.55469987592,0.247846284955154,0.104994416442198,2.36056633632132,0.0182470545338011,0.0631313021051102,"age.grp","young CD vs old CD","young CD vs old CD","Upregulated","PPP6R1",243819,22870,"ENSMUSG00000052296","ENSG00000105063",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Arhgap10",1092.82187525147,0.345497089286676,0.146385708818027,2.36018319053376,0.0182659125809364,0.063181740260629,"age.grp","young CD vs old CD","young CD vs old CD","Upregulated","ARHGAP10",78514,79658,"ENSMUSG00000037148","ENSG00000071205",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Ddx5",16965.1119916721,0.192872576449428,0.0817751866584457,2.35857091045244,0.0183454544680204,0.06339947067779,"age.grp","young CD vs old CD","young CD vs old CD","Upregulated","DDX5",13207,1655,"ENSMUSG00000020719","ENSG00000108654",10,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OrthoDB|OrthoMCL|Panther|Treefam"
"Ppp2r5e",1383.90335881787,0.306061070151236,0.129830264739566,2.35739386933534,0.0184037151510647,0.0635690329375687,"age.grp","young CD vs old CD","young CD vs old CD","Upregulated","PPP2R5E",26932,5529,"ENSMUSG00000021051","ENSG00000154001",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Gm14230",8.18366613006772,1.08982803782572,0.462611359090914,2.3558177213101,0.0184819842497328,0.0638095260708152,"age.grp","young CD vs old CD","young CD vs old CD","Upregulated",NA,NA,NA,NA,NA,NA,NA
"Alg3",241.701453221447,0.388577631765141,0.16498607428596,2.35521472613284,0.0185120050227198,0.0638683641389139,"age.grp","young CD vs old CD","young CD vs old CD","Upregulated","ALG3",208624,10195,"ENSMUSG00000033809","ENSG00000214160",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
