"gene.id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","design","comparison","direction","human_symbol","mouse_entrez","human_entrez","mouse_ensembl","human_ensembl","ortholog_support_n","ortholog_support_sources"
"Abi3bp",579.215028743561,0.455243401459173,0.190479005464574,2.38999253670421,0.0168487151782549,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","ABI3BP",320712,25890,"ENSMUSG00000035258","ENSG00000154175",11,"EggNOG|Ensembl|HGNC|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Csf3r",31.997617061942,1.02891707128911,0.431118739866964,2.38662107707639,0.0170040071800016,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","CSF3R",12986,1441,"ENSMUSG00000028859","ENSG00000119535",10,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Treefam"
"Hbegf",207.584707177572,0.523055894879567,0.219507471801461,2.38286146064612,0.0171786579126138,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","HBEGF",15200,1839,"ENSMUSG00000024486","ENSG00000113070",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Mmrn1",120.482736319097,0.784783170714066,0.330087159999777,2.37750287140704,0.0174303072688525,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","MMRN1",70945,22915,"ENSMUSG00000054641","ENSG00000138722",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
"Inhba",57.3897044737701,0.496692873714719,0.209621112719686,2.3694792345603,0.017813155350654,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","INHBA",16323,3624,"ENSMUSG00000041324","ENSG00000122641",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Ptpru",20.5478558047673,0.836426027624029,0.35322806941793,2.3679489260362,0.0178870049470631,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","PTPRU",19273,10076,"ENSMUSG00000028909","ENSG00000060656",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Uvssa",251.93627245938,0.276272429322591,0.11731112819439,2.35504025555696,0.018520699186858,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","UVSSA",71101,57654,"ENSMUSG00000037355","ENSG00000163945",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Slc7a2",2289.39915039063,0.265978251601882,0.112942291080358,2.35499252811012,0.0185230781486789,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","SLC7A2",11988,6542,"ENSMUSG00000031596","ENSG00000003989",10,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Treefam"
"Ackr1",51.5720581412947,0.726372698928806,0.309870458111924,2.34411729131804,0.0190721725709434,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","ACKR1",13349,2532,"ENSMUSG00000037872","ENSG00000213088",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Itgb4",196.075504214442,0.582947810339761,0.24939137883017,2.33748180500151,0.0194141459319964,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","ITGB4",192897,3691,"ENSMUSG00000020758","ENSG00000132470",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Notch1",446.958394122188,0.350942811439161,0.150749227458004,2.32799077883783,0.0199125933139866,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","NOTCH1",18128,4851,"ENSMUSG00000026923","ENSG00000148400",9,"Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther"
"Cntln",115.727506424421,0.38046345231145,0.16405235091406,2.31915879407762,0.020386427808767,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","CNTLN",338349,54875,"ENSMUSG00000038070","ENSG00000044459",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB"
"Fam171b",74.4313438299951,0.404201747637372,0.175036549891542,2.3092419719643,0.0209301576921544,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","FAM171B",241520,165215,"ENSMUSG00000048388","ENSG00000144369",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Gm26621",41.80864480274,0.503732680883301,0.218526246332965,2.30513583304667,0.021158967196435,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated",NA,NA,NA,NA,NA,NA,NA
"Mcm9",116.120718664911,0.342581355744636,0.148851592613018,2.30149607223399,0.0213636071442165,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","MCM9",71567,254394,"ENSMUSG00000058298","ENSG00000111877",10,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OrthoDB|OrthoMCL|Panther|Treefam"
"Polk",461.499525492376,0.321016958999515,0.139531523396989,2.30067694513856,0.0214098981861073,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","POLK",27015,51426,"ENSMUSG00000021668","ENSG00000122008",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Tgtp2",303.79413960388,0.931859336526451,0.405497800853531,2.2980626148033,0.0215582256514868,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated",NA,NA,NA,NA,NA,NA,NA
"Itga2",36.2088901134476,0.886935610701525,0.386517006503797,2.29468715678054,0.0217510593540194,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","ITGA2",16398,3673,"ENSMUSG00000015533","ENSG00000164171",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
"Cntfr",218.529330442825,0.470724855179366,0.205282622404111,2.29305749150415,0.021844695259926,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","CNTFR",12804,1271,"ENSMUSG00000028444","ENSG00000122756",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Ogn",1828.28799520548,0.444250452211322,0.193938129862875,2.29068132463395,0.0219818515207197,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","OGN",18295,4969,"ENSMUSG00000021390","ENSG00000106809",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Comp",95.2164539213232,0.978172253453432,0.427312888688117,2.28912415082188,0.0220721399756846,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","COMP",12845,1311,"ENSMUSG00000031849","ENSG00000105664",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
"Sim1",22.6514030698581,1.03226631986717,0.451650173823252,2.28554394461749,0.0222809527557439,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","SIM1",20464,6492,"ENSMUSG00000019913","ENSG00000112246",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Cd163",508.90103025494,0.627207046393033,0.274726472126287,2.28302369822125,0.0224289724637725,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","CD163",93671,9332,"ENSMUSG00000008845","ENSG00000177575",10,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
"Sytl2",217.380676055601,0.390170751383804,0.171082021069693,2.28060639536671,0.0225717485242838,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","SYTL2",83671,54843,"ENSMUSG00000030616","ENSG00000137501",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB"
"Rgs2",230.408776412555,0.217996121497283,0.0956285729752487,2.27961282611325,0.0226306615766168,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","RGS2",19735,5997,"ENSMUSG00000026360","ENSG00000116741",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Pira2",16.7010151331559,1.56317005364577,0.686677756363067,2.27642447881954,0.0228206159499758,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","LILRA4",18725,23547,"ENSMUSG00000089942","ENSG00000239961",6,"Ensembl|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
"1700109H08Rik",98.9790347033317,0.373469677006624,0.164135948357464,2.27536795408926,0.0228838660868895,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated",NA,NA,NA,NA,NA,NA,NA
"Pydc4",51.6481274033202,0.730154571973536,0.321060117539009,2.27419891816623,0.0229540292713192,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated",NA,NA,NA,NA,NA,NA,NA
"Cdh11",64.2652639739693,0.666581361823418,0.29346545441994,2.2714133871088,0.0231219647599561,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","CDH11",12552,1009,"ENSMUSG00000031673","ENSG00000140937",11,"Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Rab44",19.5916792905515,1.09982743813844,0.484989111444204,2.26773635157162,0.0233452808223229,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","RAB44",442827,401258,"ENSMUSG00000064147","ENSG00000255587",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB"
"Penk",100.963747917783,0.453221404768142,0.20009801449045,2.26499701120109,0.0235128629261275,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","PENK",18619,5179,"ENSMUSG00000045573","ENSG00000181195",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"RP23-13A13.6",64.8793953579572,0.463832979552815,0.205245448046139,2.2598941119929,0.0238278234424027,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated",NA,NA,NA,NA,NA,NA,NA
"Npnt",124.492606047727,0.491304739535671,0.217627316721114,2.25755087613965,0.0239736742202574,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","NPNT",114249,255743,"ENSMUSG00000040998","ENSG00000168743",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Grem2",192.407777494431,0.712224642259142,0.316923616239892,2.24730694010518,0.0246204176538059,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","GREM2",23893,64388,"ENSMUSG00000050069","ENSG00000180875",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Zfp111",90.5617842596877,0.34093482583625,0.151760573065015,2.24653095959379,0.0246700187915087,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","ZNF235",56707,9310,"ENSMUSG00000087598","ENSG00000159917",5,"EggNOG|OrthoMCL|Panther|PhylomeDB|Treefam"
"Galr2",15.1695108166533,1.09179744734132,0.487095179216843,2.24144580756624,0.0249972121373473,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","GALR2",14428,8811,"ENSMUSG00000020793","ENSG00000182687",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
"Atp13a5",102.889234654232,0.35898613788722,0.160679465804503,2.23417557489266,0.0254715228901946,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","ATP13A5",268878,344905,"ENSMUSG00000048939","ENSG00000187527",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Kcnab1",333.325979280751,0.71320142871564,0.319352961781851,2.23327012449261,0.0255311364104653,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","KCNAB1",16497,7881,"ENSMUSG00000027827","ENSG00000169282",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
"Odf2l",264.65667371834,0.206918686371179,0.0929024596480416,2.22726811706692,0.0259293600278093,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","ODF2L",52184,57489,"ENSMUSG00000028256","ENSG00000122417",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Aff3",102.276243120514,0.439225340508783,0.197214738967782,2.2271425696055,0.0259377469255473,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","AFF3",16764,3899,"ENSMUSG00000037138","ENSG00000144218",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB"
"Uhrf2",527.916305869405,0.189441265077983,0.0853677419428045,2.21912001848317,0.0264785604807639,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","UHRF2",109113,115426,"ENSMUSG00000024817","ENSG00000147854",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Plekha4",67.2889050925679,0.570336510474294,0.257413364636865,2.21564451899719,0.0267158573666944,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","PLEKHA4",69217,57664,"ENSMUSG00000040428","ENSG00000105559",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
"Per3",474.744292602873,0.303927101635847,0.137259901622946,2.21424536985854,0.0268119043984166,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","PER3",18628,8863,"ENSMUSG00000028957","ENSG00000049246",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
"Syne2",917.726879393408,0.244671652623549,0.110559363618272,2.21303419824598,0.0268952880098058,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","SYNE2",319565,23224,"ENSMUSG00000063450","ENSG00000054654",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Myof",274.930468163886,0.474783140419125,0.214622167334407,2.21218127799146,0.0269541419225903,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","MYOF",226101,26509,"ENSMUSG00000048612","ENSG00000138119",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|PhylomeDB|Treefam"
"Cfh",947.536820932482,0.458288400340601,0.207522066048456,2.20838395196775,0.0272175195328154,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","CFH",12628,3075,"ENSMUSG00000026365","ENSG00000000971",6,"HGNC|Inparanoid|OMA|OrthoMCL|Panther|Treefam"
"A330023F24Rik",355.145174023782,0.268886637897269,0.121768319225038,2.20818222349233,0.027231573070664,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated",NA,NA,NA,NA,NA,NA,NA
"Gm10032",8.51526159125313,1.75955117624158,0.796971924889137,2.20779568425367,0.0272585190594503,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated",NA,NA,NA,NA,NA,NA,NA
"Zcchc14",598.330615035495,0.156430503231512,0.0709774987737117,2.20394499572658,0.0275282126074155,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","ZCCHC14",142682,23174,"ENSMUSG00000061410","ENSG00000140948",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Cenpj",142.956695233527,0.36399593089543,0.1651639817078,2.20384570008365,0.0275351973838726,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","CENPJ",219103,55835,"ENSMUSG00000064128","ENSG00000151849",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
"Bub1b",30.610056484927,0.672663232601076,0.305855937878706,2.19928126053853,0.0278579293398997,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","BUB1B",12236,701,"ENSMUSG00000040084","ENSG00000156970",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
"Cd209f",152.767454264356,0.586529860811018,0.267231916274213,2.19483461776761,0.0281754632649723,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","CLEC4M",69142,10332,"ENSMUSG00000051906","ENSG00000104938",3,"Ensembl|OrthoDB|Treefam"
"Prkd2",158.314952397273,0.445342032150257,0.203208924210343,2.19154760983469,0.0284121884043988,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","PRKD2",101540,25865,"ENSMUSG00000041187","ENSG00000105287",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"H2-M3",63.8855118373014,0.584182413581571,0.266892969303569,2.18882653636751,0.0286094502180379,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","HLA-F",14991,3134,"ENSMUSG00000016206","ENSG00000204642",4,"OMA|OrthoDB|Panther|PhylomeDB"
"H2-M3",63.8855118373014,0.584182413581571,0.266892969303569,2.18882653636751,0.0286094502180379,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","HLA-G",14991,3135,"ENSMUSG00000016206","ENSG00000204632",4,"HomoloGene|OrthoDB|Panther|PhylomeDB"
"4833403I15Rik",186.15206935042,0.474667664238695,0.216860334127471,2.18881736094571,0.028610117372456,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated",NA,NA,NA,NA,NA,NA,NA
"Nebl",29.6615401575552,0.624429062149694,0.285389490072018,2.18798899003646,0.0286704043149896,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","NEBL",74103,10529,"ENSMUSG00000053702","ENSG00000078114",8,"EggNOG|Ensembl|HGNC|NCBI|OMA|OrthoDB|OrthoMCL|Treefam"
"Lair1",33.1717352652268,1.0201945462087,0.466359973122498,2.18756884167828,0.0287010235456811,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","LAIR1",52855,3903,"ENSMUSG00000055541","ENSG00000167613",10,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB"
"Ikzf4",7.24338584206711,1.25238695190674,0.574059469802487,2.18163277114415,0.0291366462499977,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","IKZF4",22781,64375,"ENSMUSG00000002578","ENSG00000123411",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"AW551984",32.9388864682692,1.02866966643205,0.471852339616462,2.18006689819148,0.0292525030302287,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","VWA5A",244810,4013,"ENSMUSG00000038112","ENSG00000110002",7,"EggNOG|Ensembl|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Amn1",177.489277954001,0.312823122289897,0.143853200065555,2.17459967624871,0.0296601286193321,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","AMN1",232566,196394,"ENSMUSG00000068250","ENSG00000151743",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
"Rnf24",135.290811558625,0.376120608068713,0.173293772822243,2.17042194848236,0.0299748955677501,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","RNF24",51902,11237,"ENSMUSG00000048911","ENSG00000101236",10,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|PhylomeDB"
"Cep95",137.118336814081,0.298122922874512,0.137642078516095,2.16592866141331,0.030316638735617,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","CEP95",320162,90799,"ENSMUSG00000018372","ENSG00000258890",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
"Zfp280c",201.392003678855,0.286599878198657,0.13235442823736,2.16539697247362,0.0303572977102975,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","ZNF280C",208968,55609,"ENSMUSG00000036916","ENSG00000056277",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Abca9",540.192364023614,0.431913140348444,0.199464038093113,2.165368476832,0.0303594781327106,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","ABCA9",217262,10350,"ENSMUSG00000041797","ENSG00000154258",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
"Rbm5",1766.06231475406,0.190028220138055,0.0877802114558385,2.16481843671175,0.0304015923369667,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","RBM5",83486,10181,"ENSMUSG00000032580","ENSG00000003756",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Maml3",58.2099885645475,0.551496592119062,0.256857172126856,2.14709438538352,0.0317857682081892,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","MAML3",433586,55534,"ENSMUSG00000061143","ENSG00000196782",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
"2410089E03Rik",172.026727667603,0.337505552103196,0.157232650090589,2.14653605284108,0.0318302355772563,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated",NA,NA,NA,NA,NA,NA,NA
"Tgfbr2",1084.10857784712,0.279951113421863,0.13051893604392,2.14490802566502,0.031960201430662,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","TGFBR2",21813,7048,"ENSMUSG00000032440","ENSG00000163513",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Tmem67",64.1717289315077,0.42402914178567,0.197933472196977,2.14228112647713,0.03217086665128,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","TMEM67",329795,91147,"ENSMUSG00000049488","ENSG00000164953",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Itgb8",85.9132868851935,0.496815998046851,0.232509156886716,2.13675884726085,0.0326176108916167,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","ITGB8",320910,3696,"ENSMUSG00000025321","ENSG00000105855",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Tbc1d2b",258.848490704745,0.287305800965741,0.134565796306752,2.13505815631491,0.0327562600079796,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","TBC1D2B",67016,23102,"ENSMUSG00000037410","ENSG00000167202",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"P2rx7",76.6735923182729,0.482653591526561,0.226190883348932,2.13383308991281,0.0328564461762593,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","P2RX7",18439,5027,"ENSMUSG00000029468","ENSG00000089041",10,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther"
"Psmb8",213.618504620642,0.483285294261292,0.226884304924339,2.13009575264563,0.0331637089248196,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","PSMB8",16913,5696,"ENSMUSG00000024338","ENSG00000204264",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"C1qa",403.532782706893,0.504706183880672,0.236983825673095,2.12970730153072,0.0331957858119471,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","C1QA",12259,712,"ENSMUSG00000036887","ENSG00000173372",10,"Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
"Samhd1",863.841752963256,0.264799767578533,0.124428138723492,2.12813412058649,0.0333259650483415,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","SAMHD1",56045,25939,"ENSMUSG00000027639","ENSG00000101347",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Aoah",28.3858020024199,0.896481865111594,0.421301796209121,2.12788521952232,0.0333466013463275,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","AOAH",27052,313,"ENSMUSG00000021322","ENSG00000136250",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB"
"Kif1a",65.4180498206155,0.724330385357803,0.340418559266766,2.12776408818001,0.0333566482570986,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","KIF1A",16560,547,"ENSMUSG00000014602","ENSG00000130294",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Tbc1d4",1718.22943149792,0.287181596158113,0.13519546988742,2.12419540682284,0.0336538071564906,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","TBC1D4",210789,9882,"ENSMUSG00000033083","ENSG00000136111",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Whsc1l1",610.004213311693,0.248164821596122,0.117149417792531,2.11836154436223,0.0341444600792413,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated",NA,NA,NA,NA,NA,NA,NA
"Rasal3",20.232585254493,1.3111328948975,0.618987648257845,2.11818910859969,0.0341590552141585,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated","RASAL3",320484,64926,"ENSMUSG00000052142","ENSG00000105122",10,"Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
"Gpr64",58.6828871802492,0.638689761424111,0.30175254412732,2.1166010820927,0.0342937182129469,0.999946780809711,"~cohort + diet","old ID vs CD","Upregulated",NA,NA,NA,NA,NA,NA,NA
