"Tags","Checked","Name","Formula","Annot. Source: Predicted Compositions","Annot. Source: mzCloud Search","Annot. Source: MassList Search","Annot. DeltaMass [ppm]","Calc. MW","m/z","RT [min]","Area (Max.)","# mzCloud Results","mzCloud Best Match","mzCloud Best Match Confidence","mzCloud Best Sim. Match","Mass List Match: metabolites list_230424_ForCD","MS2","Reference Ion","Group Area: 2M33_neg","Group Area: 2M20_neg","Group Area: 2M31_neg","Group Area: 2M17_neg","Group Area: 2M26_neg","Group Area: 2M23_neg","Group Area: 2M16_neg","Group Area: 1M11_neg","Group Area: 2M22_neg","Group Area: 4M5_neg","Group Area: 1M10_neg","Group Area: 1M9_neg","Group Area: 4M4_neg","Group Area: 1M4_neg","Group Area: 1M7_neg","Group Area: 4M3_neg","Group Area: 1M2_neg","Group Area: 1M6_neg","Group Area: 4M2_neg","Group Area: 1M1_neg","Group Area: 1M5_neg","Group Area: 4M1_neg","Peak Rating: 2M33_neg.raw (F6)","Peak Rating: 2M20_neg.raw (F7)","Peak Rating: 2M31_neg.raw (F8)","Peak Rating: 2M17_neg.raw (F9)","Peak Rating: 2M26_neg.raw (F10)","Peak Rating: 2M23_neg.raw (F11)","Peak Rating: 2M16_neg.raw (F12)","Peak Rating: 1M11_neg.raw (F13)","Peak Rating: 2M22_neg.raw (F14)","Peak Rating: 4M5_neg.raw (F15)","Peak Rating: 1M10_neg.raw (F16)","Peak Rating: 1M9_neg.raw (F17)","Peak Rating: 4M4_neg.raw (F18)","Peak Rating: 1M4_neg.raw (F19)","Peak Rating: 1M7_neg.raw (F20)","Peak Rating: 4M3_neg.raw (F21)","Peak Rating: 1M2_neg.raw (F22)","Peak Rating: 1M6_neg.raw (F23)","Peak Rating: 4M2_neg.raw (F24)","Peak Rating: 1M1_neg.raw (F25)","Peak Rating: 1M5_neg.raw (F26)","Peak Rating: 4M1_neg.raw (F27)","Peak Rating: Blank5.raw (F28)"
NA,FALSE,NA,"C30 H41 N S","Full match","No results","No results",5.67,447.29851,446.29123,3.028,94622.2182536346,0,NA,NA,NA,"No matches found","No MS2","[M-H]-1",75124.8780101407,50173.9959817546,70838.9449927194,38245.4937758048,53188.6837305549,94622.2182536346,28197.4661154846,19436.5790716397,86256.6812549078,33270.8393407934,26673.2772541029,47051.0667033329,33542.1152303575,22064.5733450532,57474.7357603294,35925.9929882701,41253.936019558,22235.7396111478,32568.4548698546,17821.9698363236,30246.5888777495,33337.7020569189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8
NA,FALSE,NA,"C13 H29 N6 O18 P3 S","Full match","No results","No results",3.05,682.04927,681.04199,15.47,94598.3141189888,0,NA,NA,NA,"No matches found","No MS2","[M-H]-1",25183.1871766556,94598.3141189888,29852.5644438474,80778.1114774326,88321.6246253708,34120.0994229614,81277.3363615448,25058.6887655468,18280.4397845555,8522.6739755879,71026.0008034984,52125.3806703038,16090.533633292,50471.0733486707,15388.3378282577,25168.7818170282,39863.0145621783,4326.19552585549,12362.8715901926,22960.6517909501,8183.8584012292,7439.29345357931,1.6,3.4,6.8,0.9,0.9,3.6,4.7,6.5,7.6,NA,4.7,4.1,NA,3,7.1,1.1,3,NA,3.3,6,6,0,NA
NA,FALSE,NA,NA,"No results","No results","No results",NA,349.09399,348.08671,14.546,94587.2411472053,0,NA,NA,NA,"No matches found","No MS2","[M-H]-1",69297.9052204775,67055.3022474725,94587.2411472053,27145.5830863689,19756.2734957521,26780.8602044899,40316.5768484279,30749.748424318,31228.2239506892,74323.6399899893,14184.322680972,35341.8374935035,49152.434623571,13151.9689269601,17318.768649412,23321.6713984125,36160.5230848097,24057.5738055212,51078.6297525279,3844.67597959886,25272.9335486223,57315.4578465541,5.2,4.1,3.4,NA,NA,0.3,3.6,5.8,6.3,0.3,NA,3,6.8,NA,7.1,6.5,5.8,4.3,7.4,NA,2.2,3.6,NA
NA,FALSE,NA,"C7 H4 N7 O P","Full match","No results","No results",-2.75,233.02085,232.01358,14.511,94580.5331144516,0,NA,NA,NA,"No matches found","No MS2","[M-H]-1",23402.45116864,36265.9161470158,56681.0325250969,43460.9218572787,32689.6500689602,22963.6359648769,27108.0588032933,76916.4693871707,14927.3453952984,52258.2811630509,62827.5575561884,80158.8961575287,76254.2003882468,63132.950877873,68900.009675181,70852.7441290449,59528.9484535439,41145.7993309824,58220.6888101268,43976.5051283119,48566.3606623617,94580.5331144516,NA,4.1,6.8,2.5,4.1,6.5,6.3,6.8,NA,NA,1.4,3,2,3.6,2,4.7,NA,4.7,1.4,4.7,5.8,2.8,NA
NA,FALSE,NA,"C24 H12 N2 O","Full match","No results","No results",-5.86,344.09295,343.08567,3.63,94408.9984075643,0,NA,NA,NA,"No matches found","No MS2","[M-H]-1",12181.8355091023,38197.6203412093,14543.1390276413,26459.0435151522,23798.5110040317,45664.491157783,9940.30041071108,11646.0411205472,53570.4494780562,81716.6089633808,72149.659615185,10855.8892533587,68998.7053892649,9626.22382082338,17111.3546462102,79502.9720729833,10147.3162560215,9978.61121636937,94408.9984075643,10851.8617974333,10110.3049966924,60699.4362938022,NA,1.4,8.2,2.2,5.4,3.6,2.7,NA,4.7,3.6,3,NA,3,NA,6.5,2.5,NA,NA,5.5,1.1,NA,3.6,NA
NA,FALSE,NA,"C16 H22 N4 S","Full match","No results","No results",8.09,302.15896,301.15169,12.854,94348.4715600294,0,NA,NA,NA,"No matches found","No MS2","[M-H]-1",8846.55515044643,30913.5769975597,18786.9122365358,50831.3019305022,16806.6974474665,13271.1582328336,29147.663762629,49665.7915841814,35361.1961780785,4749.52527628783,46801.479770291,94348.4715600294,5953.35816060709,27047.0164781316,25582.4104487783,12768.3873233189,27843.7633872756,17428.0911702671,3921.06059705736,4154.72547388702,3956.71640905394,4349.94477776147,4.3,3.6,2.2,2.5,3.3,4.3,4.1,0.9,2,NA,4.7,3.9,NA,5.8,NA,3.3,0.3,2.7,NA,NA,NA,NA,NA
NA,FALSE,"Juglone glucoside","C16 H16 O8","No match","No results","Full match",-8.99,336.0815,335.07422,14.279,94260.5775711588,0,NA,NA,NA,"Single match found","No MS2","[M-H]-1",94260.5775711588,66660.8022027262,93790.1619684379,89079.7666795507,58023.8722847469,87357.3700590905,18063.7626668923,26425.7495999106,83294.1276038992,65323.5503588549,29327.2060361069,22988.3807234033,41009.2618343883,15643.1993424203,18343.6602248413,87171.3632866014,46298.1060562158,17923.2188578532,45521.3254399659,50821.8140091065,12814.4689304249,63201.6579147814,1.7,4.1,3.4,2.3,3.6,1.4,2.2,NA,2,0.9,3.6,3.8,4.1,7.1,7.1,1.4,0.9,2.2,2,0.3,3.8,3.6,NA
NA,FALSE,NA,"C24 H54 N O3 P3","Full match","No results","No results",6.55,497.33491,496.32764,4.398,94173.6315495458,0,NA,NA,NA,"No matches found","No MS2","[M-H]-1",41512.9597101544,38110.3534496328,4092.91728062798,36806.9352821659,52214.4885182393,49623.7126236803,4064.02759244973,4561.0574826385,15474.1282862065,82090.2904048281,11565.692948837,18924.6267635852,94173.6315495458,3598.44952658422,4118.39125603334,22000.6715385076,3907.02337557551,6957.1032891947,32068.3002123412,3754.23399285784,6461.51288359997,23133.3782212318,3.6,2,NA,4.7,5.8,3.6,NA,NA,7.1,7.4,NA,4.3,7.7,NA,NA,2.2,NA,NA,3,NA,NA,2.7,NA
NA,FALSE,NA,NA,"No results","No results","No results",NA,562.28265,561.27538,3.924,94123.5327273473,0,NA,NA,NA,"No matches found","No MS2","[M-H]-1",61510.8023656534,94123.5327273473,13884.056516742,16697.6452822091,17624.9970392604,18025.6227854597,19008.0723120987,9242.71870213031,26093.5500424343,14288.9504267527,14174.6948186666,9515.36004621409,13643.294792994,8624.8770434095,12743.6674313169,13946.7323816346,12150.9364145379,8619.80282352103,13199.0322482994,9282.61593845222,9825.82976601332,14422.0501761397,6.8,0.7,3.8,NA,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,FALSE,NA,"C38 H43 N O","Full match","No results","No results",-7.3,529.3306,528.32332,3.112,94113.3757108431,0,NA,NA,NA,"No matches found","No MS2","[M-H]-1",21176.8751262978,15366.1519149876,25840.9640804301,19569.0380563969,19854.2334716085,31921.3877495878,15183.0262934077,94113.3757108431,37865.7287810406,14980.2577477794,60988.4469263554,60998.4289386768,17642.1520910265,64887.2782341118,19567.3043397612,15713.8448128563,32609.1813627342,13493.6720082092,15440.8463410931,18739.0094357623,25215.0840980911,13480.2342847894,NA,NA,NA,NA,NA,NA,NA,6.1,NA,NA,4.7,6.3,NA,5.2,NA,NA,7.9,NA,NA,3.8,3.8,NA,NA
NA,FALSE,NA,"C13 H31 N10 O5 P","Full match","No results","No results",-0.81,438.2213,437.21402,9.521,94069.7355703007,0,NA,NA,NA,"No matches found","No MS2","[M-H]-1",41350.2669223327,43493.7954097705,10959.2021377531,8677.52563497751,10861.4875869655,6372.34739318864,12013.963213234,48317.1585765264,12019.6680138203,11581.2892406392,92311.0993988588,78792.5251040898,15096.2818480521,45418.8428773749,42934.8387759389,12064.8073249423,65560.0390305166,94069.7355703007,8672.41708171988,20501.4875851937,33127.3855565152,4137.82636713579,5.2,NA,NA,NA,7.6,NA,NA,5.2,NA,0,5,6.8,NA,7.4,5.2,0.5,5.2,5.5,NA,2.7,2.5,2.7,NA
NA,FALSE,NA,"C8 H21 N7 O4 P2","Full match","No results","No results",-4.94,341.11134,340.10406,10.533,94034.6756023548,0,NA,NA,NA,"No matches found","No MS2","[M-H]-1",4393.36004920554,31701.9243590956,4216.34482601678,4365.48091842656,4488.02604032533,3990.45250539844,4837.72092607588,61014.8166869668,4027.95306017025,3753.54983725473,94034.6756023548,4837.64805015655,16861.1075043099,5072.73293144319,4307.81607322921,22634.5234068381,4331.13746871903,4115.69903802278,10897.2147655566,3942.61041337843,3691.27540469807,11638.2252002481,NA,3,NA,NA,NA,NA,3.3,5.2,NA,NA,5,NA,1.6,2.7,NA,3.8,NA,NA,3.8,0.5,NA,2.2,NA
NA,FALSE,"[Similar to: N'-quinoxalin-2-yl-2-{4-[4-(trifluoromethyl)phenoxy]phenoxy}propanohydrazide; ΔMass: -162.0737 Da]","C10 H14 N2 O9","Full match","Invalid mass","No results",-8.99,306.06718,305.0599,13.213,94023.6324952616,1,NA,NA,51.5,"No matches found","DDA for preferred ion","[M-H]-1",18948.5087789124,51788.0648794962,21224.4610792891,57892.6100787972,45214.0013440501,22196.5582656156,34696.2084150152,38661.3436649981,33087.5126271165,90437.5143152276,36465.0168718722,27916.8456890937,79399.4177559488,23091.4947850428,28569.8187546343,61935.2477782047,15656.5197120964,13277.9129737622,94023.6324952616,23581.4034285106,10432.9675192845,67503.7724351674,NA,6.3,2.7,NA,3,7.1,4.1,5.2,6.3,3.9,6.3,2,6.3,1.6,5.8,7.4,2.2,NA,7.2,NA,NA,6.3,NA
NA,FALSE,NA,"C7 H20 N5 O5 P","Full match","No results","No results",-8.44,285.1178,284.11052,14.274,93975.2787916372,0,NA,NA,NA,"No matches found","No MS2","[M-H]-1",45129.6534549551,72321.207518207,9241.24311948159,18513.2072912646,93975.2787916372,48768.0017550637,56578.0595862871,18377.9333544247,15118.691804341,23779.4003050985,10622.4639643105,17869.48850291,46025.8861561606,6510.67035926284,50855.9601864662,12011.6892342654,20869.3860500852,40923.6505747584,6906.32029966619,7923.80418400012,17080.1065649991,18614.0401776899,6.8,7.4,2.2,2.2,7.7,7.9,4.7,3.8,4.3,6.5,6.5,3.3,5.2,NA,4.1,3.8,7.1,5.8,NA,2.7,6.5,6,NA
NA,FALSE,NA,"C7 H18 N8 O2","Full match","No results","No results",-1.52,246.1549,245.14762,15.556,93958.4384907196,0,NA,NA,NA,"No matches found","No MS2","[M-H]-1",4018.08122510769,4921.39175691432,5370.33707732342,4820.1676495991,5078.09619502041,4171.03009912588,4826.58523589678,73109.5202220259,4248.29703734193,3811.66625599691,46200.0367291557,93958.4384907196,4213.94034133573,54794.5910635672,29266.4479755558,4186.33351050734,40746.2830893573,25039.8992106315,4163.48389858942,11633.3054810417,14747.1708966961,3976.31189214491,NA,NA,NA,NA,NA,NA,NA,5.2,NA,NA,7.4,8.3,NA,5.2,4.7,NA,8.5,3.8,NA,0.5,4.3,NA,NA
NA,FALSE,NA,"C3 H10 N10 P2 S2","Full match","No results","No results",8.41,312.00328,310.996,12.283,93944.5975603865,0,NA,NA,NA,"No matches found","No MS2","[M-H]-1",62252.0622521511,57914.4300081152,75114.9020836221,25092.9743564018,75665.813150777,93944.5975603865,60480.6340763914,42822.886102831,64108.795689403,77840.837237134,31586.8761642397,41006.9639074146,72810.6291783999,33179.300938909,30670.0296889732,60268.1689731012,33291.5723911949,39298.2134167274,84387.7506221552,37922.3205243924,42649.1472055952,63268.8467286286,5.2,6.3,6.3,6.5,4.7,6.1,6.3,4.1,7.9,7.9,5.8,5.2,4.1,3.6,4.1,5.8,2,5.2,7.4,6.3,6.3,5.2,NA
NA,FALSE,NA,"C13 H13 N O5 S2","Full match","No results","No results",1.68,327.02406,326.01679,14.513,93930.832998621,0,NA,NA,NA,"No matches found","No MS2","[M-H]-1",47246.5313043384,47612.0166504223,64117.3947983306,76157.8341819793,49831.1813769293,93930.832998621,81862.8235952438,43495.1073684142,86609.7653698574,83382.8171767932,41233.4752492501,39393.6977157855,66807.9376827761,48912.8225290549,58941.38995688,67485.8835713385,50611.0620955007,38232.029272464,39415.4316351282,70064.1872309568,59715.96808593,37796.6728429722,7.4,5.2,6.3,5.8,7.9,6.6,6.8,8.5,7.9,7.9,4.7,6.8,4.7,7.9,6.3,7.4,4.7,4.1,5.2,6.3,4.7,5.2,NA
NA,FALSE,NA,"C5 H10 N8 P2","Full match","No results","No results",4.39,244.05144,243.04416,2.872,93900.1525646688,0,NA,NA,NA,"No matches found","No MS2","[M-H]-1",6858.87461396123,6154.42376200512,6981.60418119716,16125.9271725513,9155.23645804924,9995.7087243468,15332.4303156022,19249.5471243255,26114.8663134297,11139.9099496505,12361.3590330977,10122.9777200436,15165.9776447159,7390.50337327031,9090.83075852185,10401.5945561393,9796.72489669257,8006.69238211257,25494.666702367,6976.54324096204,17165.9744239409,93900.1525646688,6.5,NA,NA,3.8,2.2,6,NA,6.5,2.2,NA,NA,NA,NA,NA,NA,6.5,6.5,NA,3.8,NA,6.5,5.5,NA
NA,FALSE,NA,"C18 H4 N4 O","Full match","No results","No results",-8.1,292.03615,291.02887,14.157,93617.1872711528,0,NA,NA,NA,"No matches found","No MS2","[M-H]-1",43836.7385594051,42747.7920655458,50690.7881662579,39396.1203134707,48288.3324688342,50233.4607103214,28388.9362216265,18321.4835466535,44650.7454702968,93617.1872711528,19254.3419619733,10079.2510089504,64512.8532674898,24072.7742431451,14761.3900688574,47270.555183182,17161.1233585876,21786.2398661726,51216.6568095444,36756.0795118043,36820.0856034758,72725.2575703597,5.8,2,6.8,7.4,7.4,8.5,6.8,3.3,5.8,2.8,3.3,NA,3.6,5.4,1.6,6.8,7.1,5.4,1.4,4.7,2,5.2,NA
NA,FALSE,NA,"C8 H19 N O4 P2","Full match","No results","No results",1.59,255.07934,254.07206,2.208,93596.7760252397,0,NA,NA,NA,"No matches found","No MS2","[M-H]-1",35269.772608007,21192.7274370198,57298.9353321349,54889.2799132847,25008.277813549,13022.0456217206,41943.5631807043,66551.9788498241,49948.0039211192,19429.6862120706,93596.7760252397,82279.7171218392,16492.5712766596,63710.6356106494,74697.5892335603,23812.7737589914,43725.5534338631,55059.5811549167,16891.9911182059,85753.8633015546,43098.1385215467,14879.845096461,NA,NA,6.8,6.8,NA,NA,5.8,NA,9,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,2.5,NA,NA,NA
NA,FALSE,"indole-3-acetaldoxime n-oxide isomer","C10 H10 N2 O2","Full match","No results","Full match",-0.94,190.07405,189.06677,10.727,93586.8232405336,0,NA,NA,NA,"Single match found","No MS2","[M-H]-1",5571.63890465668,3079.03444853102,3947.5981301818,4148.7174243393,5149.89319979274,2514.79004906312,2909.32261876902,2882.7410092737,3381.22527235251,4615.00975822439,3618.06420212331,4001.676327561,2441.11006404949,2595.42796555546,4061.64430505057,2434.49500842074,5329.35257349809,6180.04371837127,2171.81196744681,3605.36110963298,2444.18641942311,93586.8232405336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6,NA
NA,FALSE,NA,"C16 H22 N8 O S","Full match","No results","No results",7.74,374.16662,373.15935,14.128,93574.8291953788,0,NA,NA,NA,"No matches found","No MS2","[M-H]-1",12145.9918325979,21872.090412581,10405.6855533266,9529.6072021062,11347.2363326204,5472.06937140388,27061.769185544,93574.8291953788,9128.93227655683,12173.1054623258,61798.3569275642,66928.4011239698,18304.3585967034,26274.659458698,12456.9655335423,30043.0996576355,74576.5243265912,56476.9102270056,21227.6777681375,34601.4339941884,8197.82557115711,26874.1257938148,2.2,7.1,NA,6.5,0.5,NA,NA,7.7,NA,NA,5.2,3,0.5,4.9,NA,NA,0.9,3,6.5,2.5,NA,5.2,NA
NA,FALSE,NA,"C29 H42 O2 S","Full match","No results","No results",3.2,454.29201,453.28473,3.224,93469.2018618952,0,NA,NA,NA,"No matches found","No MS2","[M-H]-1",28600.5965276177,16696.7052389727,11669.735361442,34974.9608499007,12204.6710370783,13819.8513175433,14972.7033204342,59301.9409929899,42474.873544844,9976.07682764087,93469.2018618952,68487.2103319182,18067.9432888568,47402.1124100108,55539.411387508,12802.0045493076,43444.8709020671,38346.0835172966,9947.83404681821,22893.8207097724,27596.7077390814,7660.33222345486,7.4,7.6,2.7,4.1,6.5,4.9,7.6,3,7.4,7.1,7.7,5.8,NA,7.4,3.6,3.3,NA,NA,NA,6.5,6.8,NA,NA
NA,FALSE,NA,"C23 H53 N9 O11","Full match","No results","No results",0.34,631.38667,630.37939,4.15,93461.1574728618,0,NA,NA,NA,"No matches found","No MS2","[M-H]-1",93119.6806098157,61631.5226496337,41255.7584470898,52808.8484141566,59121.3795490008,93461.1574728618,42634.6186818458,77626.8480165904,20130.2389323789,26856.2636517187,18041.1671293813,37907.2029553533,22443.5983747839,16678.5789591604,22872.8150495463,48464.3415173351,63303.8688931343,17420.9643839707,19269.0226514901,30579.5243713365,57408.0421699821,22517.2027869211,2.8,2.5,6.8,0.3,0.3,7.2,5.8,7.9,7.1,NA,7.1,7.4,7.1,4.3,NA,NA,0.9,7.1,7.1,NA,4.1,4.9,NA
NA,FALSE,NA,"C5 H N3 O3","Full match","No results","No results",-0.98,151.00164,149.99437,2.898,93422.7493909209,0,NA,NA,NA,"No matches found","DDA for preferred ion","[M-H]-1",7742.40658888306,93422.7493909209,38800.0626632533,79095.3605761087,6102.72052353313,32913.8300256866,56016.5310310208,58297.3616961512,8157.541712617,8718.35941213797,11609.8851995855,60072.7723485295,13389.2488749944,16227.0314536438,8894.55479056313,77597.6365404663,7378.18302043607,59128.3706460659,7333.1146318904,6903.45179310315,41650.4029487562,8947.92047046397,6.5,5,7.9,4.7,NA,3.6,7.4,4.1,NA,3.3,NA,3.6,0,3.8,NA,3.6,NA,7.4,NA,NA,6.8,NA,6.5
NA,FALSE,NA,"C15 H17 N9 O11 S","Full match","No results","No results",-1.51,531.07602,530.06875,14.55,93378.4551560082,0,NA,NA,NA,"No matches found","No MS2","[M-H]-1",21697.9538309928,45061.2915640027,74324.497917123,78044.7333387208,93378.4551560082,84433.7207070326,59687.5811747912,32714.955340553,14571.796856606,22263.6183662583,38665.8534034145,26048.9207110839,46469.6848155461,26249.4923700968,18972.16219996,51219.3417473691,22233.3426722403,36931.2957224609,9447.59023394342,7229.44019550189,8757.01737161624,10347.8170480712,8.2,3.6,7.9,5.2,5.5,7.9,7.9,2.5,8.2,3.3,4.7,6.5,3.6,4.3,NA,4.1,5.4,4.1,NA,NA,NA,NA,NA
NA,FALSE,"isocaucalol  isomer","C15 H26 O3","No results","No results","Full match",-1.31,254.18786,253.18058,3.798,93369.2077019758,0,NA,NA,NA,"Multiple matches found","DDA for preferred ion","[M-H]-1",13966.8293380634,37763.9548216673,12702.8973090821,8566.92092284586,10980.1157560451,25025.1293603698,7934.544194802,21630.3532183875,11711.9994564231,10990.9754410659,93369.2077019758,57607.8950350739,11954.4929492573,61920.9421189768,17013.0250914403,48464.5891029946,23747.285690289,23947.0784082283,14774.0487405181,33581.0850288314,13406.0439125429,12381.3017187103,NA,0.3,6.5,NA,6.5,6.5,7.6,2.7,NA,0.5,6.1,5.2,NA,4.1,7.1,0.3,NA,4.3,3.3,3,6.5,NA,NA
NA,FALSE,NA,NA,"No results","No results","No results",NA,521.3163,520.30903,2.179,93248.2510233267,0,NA,NA,NA,"No matches found","No MS2","[M-H]-1",31668.7797750563,38837.0980177932,35131.3485307288,39564.5810605991,21934.0917093459,17843.3131124252,37018.0299788564,84660.0362705121,40544.230810306,31002.5976453081,93248.2510233267,80261.3686266504,40500.952454064,55888.0325625419,76974.8506365339,31780.9638446774,53556.2120967539,46380.4787166789,39729.7863037972,48501.7030254523,55045.9770987958,27832.9739017446,NA,2.5,6.8,NA,NA,NA,NA,NA,NA,8.5,NA,NA,3.6,NA,NA,5.2,NA,NA,4.1,NA,NA,7.4,NA
NA,FALSE,NA,"C15 H19 N7 O S","Full match","No results","No results",7.98,345.13993,344.13266,12.609,93080.2136466079,0,NA,NA,NA,"No matches found","No MS2","[M-H]-1",93080.2136466079,22423.353889065,9456.02498970014,17990.3945716081,21690.4867028141,19130.9574146658,36797.6370413839,13916.3305664542,20524.5988419401,64693.3061987932,7068.21251993318,5442.36674903507,60943.258789318,11850.2963355198,20713.6989500075,41710.0847555294,4886.31549713607,5049.75362311926,78175.496507499,35239.5844543427,60739.221689994,80172.4568886331,6.6,0,4.9,3.8,2.7,1.1,0.9,3.8,3.3,5.8,7.1,2.2,5.8,0,1.6,2.5,NA,6.5,5.2,5.2,5.2,5.2,NA
NA,FALSE,NA,"C7 H11 N8 P S4","Full match","No results","No results",-4,365.97125,364.96397,8.697,92998.6699829446,0,NA,NA,NA,"No matches found","No MS2","[M-H]-1",69911.9023852521,78353.9190101393,64900.5243417952,72273.7526882082,60769.3674426724,71718.2266089154,40786.7282232704,69909.4242679727,65315.8047069031,59318.2697806524,66819.2694681353,48342.0348484875,65422.4251083079,54575.2617693681,64461.4271086025,63426.4556979129,60575.1883330121,55071.4239933288,44806.3788256816,70883.9697690724,60201.5589460853,92998.6699829446,4.7,5.2,4.7,4.7,4.7,5.2,6.8,4.7,4.1,5.2,5.2,3.6,7.4,2,5.8,7.4,4.7,2.5,6.8,5.2,5.2,6.6,NA
NA,FALSE,"[Similar to: D-α-Hydroxyglutaric acid; ΔMass: -0.0573 Da]","C H N4 O3 P","Full match","Invalid mass","No results",8.62,147.9799,146.97263,14.268,92997.1898231644,1,NA,NA,67.8,"No matches found","DDA for preferred ion","[M-H]-1",83200.2677163149,38431.339888063,92997.1898231644,32298.3676382214,85943.2837250587,24976.7856162595,45147.7818634328,77236.5088672331,29275.1870768954,54611.19263084,13890.3649625513,15818.8982157058,64835.863540865,8849.80372863488,19419.4285441644,57384.1340510923,14841.2615490961,15636.413375841,63948.8615623848,16231.3297802667,25519.1306644111,64825.2549658283,4.7,7.9,6.1,4.1,6.3,4.9,6.3,4.7,4.7,4.1,3.8,6.5,7.4,6.5,4.3,6.8,7.6,0.5,3.6,6.5,3.8,3,NA
NA,FALSE,NA,NA,"No results","No results","No results",NA,131.05488,130.0476,14.174,92934.3021156424,0,NA,NA,NA,"No matches found","No MS2","[M-H]-1",6534.96539316705,7186.55891482708,6346.86131060617,4848.28870181029,6716.01297747508,5147.23121830087,5408.73038955998,54031.7210327218,5129.29805008756,7484.06806589306,30826.8722788072,92934.3021156424,6558.46597818847,47810.5380966318,13967.0439419908,7036.28928471558,76939.203809705,57672.0263126362,6946.36753783665,25398.6483865917,40753.5614238266,7650.72816107161,NA,NA,NA,NA,NA,NA,NA,6.8,NA,NA,4.7,7.2,NA,3.6,6,NA,4.1,4.1,NA,2.7,4.7,NA,NA
NA,FALSE,NA,"C18 H28 N2 O18 P2 S","Full match","No results","No results",-3.97,654.05071,653.04343,15.072,92861.9101032601,0,NA,NA,NA,"No matches found","No MS2","[M-H]-1",83023.5097918663,65754.1772020182,79241.7425126436,44669.7414836048,92861.9101032601,55713.7363454103,29740.4706189942,60910.7622456316,54116.7391953459,43060.4011273714,54447.146687596,52918.2919989548,43037.6365689008,23568.1129785169,24364.927115557,35157.7817380285,28256.9649638293,18196.4992334477,11710.8043298009,9173.96857735263,6038.90252461781,8894.46963319057,2.5,3.6,6.3,NA,7.2,2.5,4.1,0.9,3.6,4.7,6.8,6.3,NA,4.9,4.3,3.6,6.8,6.5,NA,NA,NA,NA,NA
NA,FALSE,NA,"C29 H53 N O10 P2","Full match","No results","No results",-9.2,637.30861,636.30133,2.502,92800.2891346328,0,NA,NA,NA,"No matches found","No MS2","[M-H]-1",41747.0167027756,40609.5980858746,30855.7508847233,81542.2143518722,36485.0046281453,13950.8328738771,72762.6344880451,32989.7431203939,92800.2891346328,24971.8515893373,72143.868353492,59392.5788349905,18034.585057048,29624.8458460462,42337.7892280343,18600.6364979437,52154.2165583465,31876.4439102643,16760.4123137432,35402.278474211,33950.8321032787,12895.1153072127,NA,2.5,7.9,NA,NA,NA,NA,NA,6.6,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
NA,FALSE,NA,"C13 H12 N4 O P2","Full match","No results","No results",1.48,302.04908,301.0418,10.494,92772.3393872759,0,NA,NA,NA,"No matches found","No MS2","[M-H]-1",34779.5051565856,28926.7067663451,36669.5407998914,59434.3413273815,92772.3393872759,18928.7555263174,47326.0711044883,56773.6842502925,38051.1218075859,15613.4940708722,55803.9820778602,66641.661266752,23393.4048536955,42492.9833193755,36990.7074244815,20212.7132048054,54966.5917114478,46002.9646187645,4206.98623299891,9867.70523135635,6775.02971280195,4382.42284437941,7.9,7.4,7.4,7.4,8.3,2.7,7.9,7.4,7.9,4.9,4.1,7.9,6.5,6.8,7.4,7.6,5.2,7.9,7.1,3.3,6.5,2.7,NA
NA,FALSE,NA,"C8 H19 N4 O2 P3","Full match","No results","No results",7.35,296.07426,295.06699,13.562,92723.6174316593,0,NA,NA,NA,"No matches found","No MS2","[M-H]-1",22090.5041906485,56194.5318996541,30391.0877169849,7508.84398784931,7768.075265441,10314.0375241711,10358.1923894957,32479.597687725,14676.2178093906,49878.2111136426,52663.8308769308,26601.0641347522,37934.4904155702,9905.90768714003,35390.8288425921,68562.4595142141,52836.1059462524,32126.6659508003,82033.215489861,35637.2950894023,24287.1392331069,92723.6174316593,3.8,5.2,4.1,3.3,6.5,2.2,3.3,2,3.8,5.8,5.2,4.1,5.2,6.5,2.5,5.2,4.7,6.8,5.2,3,3.8,6.6,NA
NA,FALSE,NA,"C10 H16 N8 S","Full match","No results","No results",6.56,280.1237,279.11642,1.897,92678.3974031208,0,NA,NA,NA,"No matches found","No MS2","[M-H]-1",7785.84202199776,92678.3974031208,8393.28619149597,49410.3126786792,56837.3870928058,13092.3906072844,45568.2117059551,17043.6069193731,87430.7976771276,15953.5932711181,12597.2491161977,11097.9488511991,6995.77543139863,18503.3897416019,32667.4475203328,5026.02364929269,43280.5409143648,7111.33195604403,7511.42262991254,22828.106541923,11266.2462023189,8146.74118747144,7.1,3.9,6.5,7.9,7.4,6.5,6.8,7.1,6.3,3.8,6,NA,NA,6,8.5,7.1,3,7.6,4.3,5.4,6.5,1.6,NA
